MMSI,BaseDateTime,LAT,LON,SOG,COG,Heading,VesselName,IMO,CallSign,VesselType,Status,Length,Width,Draft,Cargo,TranscieverClass
636017535,2019-05-09T05:04:41,39.17722,-75.2675,12.4,-83.4,325.0,SBI PHOENIX,IMO9714680,D5LK8,70.0,0.0,199.0,,,,B
240463000,2019-05-09T05:07:05,38.9441,-75.17418,0.0,87.0,151.0,BOUBOULINA,IMO9298753,SZIS,80.0,1.0,274.0,50.0,17.0,80.0,A
636017653,2019-05-09T05:07:13,39.17422,-75.26492,13.8,-86.6,323.0,SCF IRTYSH,IMO9397535,D5MB9,80.0,0.0,183.0,32.0,13.2,89.0,B
311588000,2019-05-09T05:07:59,39.37617,-75.4686,14.8,137.9,140.0,DOLE ECUADOR,IMO8513479,C6FX6,70.0,0.0,178.0,27.0,8.7,70.0,B
636017535,2019-05-09T05:09:00,39.19049,-75.27632,12.4,-75.0,332.0,SBI PHOENIX,IMO9714680,D5LK8,70.0,0.0,199.0,,,,B
636017653,2019-05-09T05:08:22,39.17784,-75.26829,13.8,-85.4,323.0,SCF IRTYSH,IMO9397535,D5MB9,80.0,0.0,183.0,32.0,13.2,89.0,B
367147860,2019-05-09T05:08:29,39.06336,-75.1745,8.6,158.6,162.0,CHOPTANK,IMO9417074,WDG4555,31.0,11.0,35.0,10.0,,,B
538004030,2019-05-09T05:08:16,38.93152,-75.16183,0.0,-159.7,166.0,FRIO,IMO9596985,V7UU3,80.0,1.0,274.0,48.0,17.1,89.0,A
371361000,2019-05-09T05:08:54,38.95697,-75.18403,0.1,71.0,159.0,PACIFIC DAWN,IMO9307140,3ECJ9,80.0,1.0,238.0,42.0,14.8,80.0,A
369235000,2019-05-09T05:08:37,38.95692,-75.18453,0.1,-154.8,158.0,OSG VISION,IMO9436537,WDF2493,31.0,5.0,46.0,15.0,6.5,57.0,A
311000546,2019-05-09T05:09:48,38.91647,-75.15027,0.0,42.1,157.0,,,,,1.0,,,,,A
367006540,2019-05-09T05:08:49,38.86575,-75.06526,9.1,155.9,154.0,RHEA I BOUCHARD,IMO8117964,WRQ4509,31.0,0.0,34.0,10.0,4.5,,B
538004030,2019-05-09T05:05:14,38.93155,-75.16182,0.0,-166.7,167.0,FRIO,IMO9596985,V7UU3,80.0,1.0,274.0,48.0,17.1,89.0,A
367147860,2019-05-09T05:09:30,39.0611,-75.17334,8.6,157.8,161.0,CHOPTANK,IMO9417074,WDG4555,31.0,11.0,35.0,10.0,,,B
311588000,2019-05-09T05:09:28,39.37156,-75.46333,14.8,137.9,139.0,DOLE ECUADOR,IMO8513479,C6FX6,70.0,0.0,178.0,27.0,8.7,70.0,B
538006702,2019-05-09T05:09:39,38.96917,-75.19967,0.0,36.0,165.0,NAMSEN,IMO9761528,V7QJ6,80.0,1.0,,,,,A
367006540,2019-05-09T05:07:38,38.86846,-75.06679,9.2,156.7,153.0,RHEA I BOUCHARD,IMO8117964,WRQ4509,31.0,0.0,34.0,10.0,4.5,,B
636017535,2019-05-09T05:07:11,39.18475,-75.27279,12.4,-74.8,332.0,SBI PHOENIX,IMO9714680,D5LK8,70.0,0.0,199.0,,,,B
636017653,2019-05-09T05:09:54,39.18267,-75.27235,13.7,-76.6,333.0,SCF IRTYSH,IMO9397535,D5MB9,80.0,0.0,183.0,32.0,13.2,89.0,B
367006540,2019-05-09T05:10:39,38.86143,-75.06288,9.3,157.6,155.0,RHEA I BOUCHARD,IMO8117964,WRQ4509,31.0,0.0,34.0,10.0,4.5,,B
636017535,2019-05-09T05:10:41,39.19582,-75.2795,12.5,-72.7,334.0,SBI PHOENIX,IMO9714680,D5LK8,70.0,0.0,199.0,,,,B
240463000,2019-05-09T05:10:06,38.9441,-75.17422,0.0,87.0,149.0,BOUBOULINA,IMO9298753,SZIS,80.0,1.0,274.0,50.0,17.0,80.0,A
538004030,2019-05-09T05:11:16,38.93155,-75.16187,0.0,-155.3,165.0,FRIO,IMO9596985,V7UU3,80.0,1.0,274.0,48.0,17.1,89.0,A
636017653,2019-05-09T05:11:24,39.18775,-75.27573,13.8,-76.8,332.0,SCF IRTYSH,IMO9397535,D5MB9,80.0,0.0,183.0,32.0,13.2,89.0,B
311588000,2019-05-09T05:10:34,39.36817,-75.45949,14.7,138.7,139.0,DOLE ECUADOR,IMO8513479,C6FX6,70.0,0.0,178.0,27.0,8.7,70.0,B
367147860,2019-05-09T05:10:40,39.05851,-75.17201,8.6,158.1,162.0,CHOPTANK,IMO9417074,WDG4555,31.0,11.0,35.0,10.0,,,B
311588000,2019-05-09T05:11:40,39.36478,-75.45573,14.6,139.1,139.0,DOLE ECUADOR,IMO8513479,C6FX6,70.0,0.0,178.0,27.0,8.7,70.0,B
636017535,2019-05-09T05:11:51,39.19955,-75.28158,12.5,-72.4,335.0,SBI PHOENIX,IMO9714680,D5LK8,70.0,0.0,199.0,,,,B
367147860,2019-05-09T05:11:50,39.05589,-75.17067,8.7,158.3,161.0,CHOPTANK,IMO9417074,WDG4555,31.0,11.0,35.0,10.0,,,B
367006540,2019-05-09T05:12:39,38.8567,-75.0602,9.3,155.3,152.0,RHEA I BOUCHARD,IMO8117964,WRQ4509,31.0,0.0,34.0,10.0,4.5,,B
371361000,2019-05-09T05:11:52,38.95698,-75.18393,0.0,69.0,160.0,PACIFIC DAWN,IMO9307140,3ECJ9,80.0,1.0,238.0,42.0,14.8,80.0,A
636017653,2019-05-09T05:12:54,39.19288,-75.27914,13.9,-77.2,333.0,SCF IRTYSH,IMO9397535,D5MB9,80.0,0.0,183.0,32.0,13.2,89.0,B
311000546,2019-05-09T05:12:48,38.91652,-75.15025,0.0,11.8,158.0,,,,,1.0,,,,,A
636017535,2019-05-09T05:13:20,39.20419,-75.28421,12.1,-73.9,334.0,SBI PHOENIX,IMO9714680,D5LK8,70.0,0.0,199.0,,,,B
240463000,2019-05-09T05:13:06,38.94408,-75.17418,0.0,87.0,149.0,BOUBOULINA,IMO9298753,SZIS,80.0,1.0,274.0,50.0,17.0,80.0,A
367006540,2019-05-09T05:13:58,38.85356,-75.05835,9.3,155.3,152.0,RHEA I BOUCHARD,IMO8117964,WRQ4509,31.0,0.0,34.0,10.0,4.5,,B
367147860,2019-05-09T05:13:00,39.05329,-75.16935,8.6,158.3,162.0,CHOPTANK,IMO9417074,WDG4555,31.0,11.0,35.0,10.0,,,B
367147860,2019-05-09T05:14:36,39.04973,-75.16759,8.6,158.9,160.0,CHOPTANK,IMO9417074,WDG4555,31.0,11.0,35.0,10.0,,,A
636017535,2019-05-09T05:14:51,39.2088,-75.28689,11.8,-76.3,331.0,SBI PHOENIX,IMO9714680,D5LK8,70.0,0.0,199.0,,,,B
538006702,2019-05-09T05:12:34,38.96918,-75.19966,0.0,36.0,165.0,NAMSEN,IMO9761528,V7QJ6,80.0,1.0,,,,,A
636017653,2019-05-09T05:14:54,39.19985,-75.28358,14.0,-75.2,334.0,SCF IRTYSH,IMO9397535,D5MB9,80.0,0.0,183.0,32.0,13.2,89.0,B
311588000,2019-05-09T05:13:46,39.35835,-75.44858,14.5,139.7,140.0,DOLE ECUADOR,IMO8513479,C6FX6,70.0,0.0,178.0,27.0,8.7,70.0,B
367006540,2019-05-09T05:15:39,38.84962,-75.05604,9.3,154.6,152.0,RHEA I BOUCHARD,IMO8117964,WRQ4509,31.0,0.0,34.0,10.0,4.5,,B
311588000,2019-05-09T05:15:34,39.35284,-75.4425,14.6,139.1,139.0,DOLE ECUADOR,IMO8513479,C6FX6,70.0,0.0,178.0,27.0,8.7,70.0,B
311000546,2019-05-09T05:15:48,38.91654,-75.15026,0.0,11.8,160.0,,,,,1.0,,,,,A
371361000,2019-05-09T05:14:51,38.95698,-75.18388,0.1,69.0,161.0,PACIFIC DAWN,IMO9307140,3ECJ9,80.0,1.0,238.0,42.0,14.8,80.0,A
369235000,2019-05-09T05:14:36,38.95693,-75.18433,0.0,-154.8,160.0,OSG VISION,IMO9436537,WDF2493,31.0,5.0,46.0,15.0,6.5,57.0,A
636017653,2019-05-09T05:16:23,39.20508,-75.28687,14.0,-75.1,335.0,SCF IRTYSH,IMO9397535,D5MB9,80.0,0.0,183.0,32.0,13.2,89.0,B
538006702,2019-05-09T05:15:39,38.96913,-75.19966,0.0,36.0,164.0,NAMSEN,IMO9761528,V7QJ6,80.0,1.0,,,,,A
636017535,2019-05-09T05:17:11,39.21558,-75.29123,11.6,-76.5,331.0,SBI PHOENIX,IMO9714680,D5LK8,70.0,0.0,199.0,,,,B
367147860,2019-05-09T05:15:40,39.04741,-75.16637,8.5,157.9,159.0,CHOPTANK,IMO9417074,WDG4555,31.0,11.0,35.0,10.0,,,B
240463000,2019-05-09T05:16:06,38.94412,-75.17412,0.0,87.0,151.0,BOUBOULINA,IMO9298753,SZIS,80.0,1.0,274.0,50.0,17.0,80.0,A
311588000,2019-05-09T05:17:46,39.34614,-75.43499,14.6,139.1,139.0,DOLE ECUADOR,IMO8513479,C6FX6,70.0,0.0,178.0,27.0,8.7,70.0,B
538004030,2019-05-09T05:14:14,38.93154,-75.16191,0.1,-155.1,163.0,FRIO,IMO9596985,V7UU3,80.0,1.0,274.0,48.0,17.1,89.0,A
636017653,2019-05-09T05:18:13,39.21147,-75.29056,13.9,-72.6,337.0,SCF IRTYSH,IMO9397535,D5MB9,80.0,0.0,183.0,32.0,13.2,89.0,B
538004030,2019-05-09T05:17:17,38.93159,-75.16189,0.1,68.1,162.0,FRIO,IMO9596985,V7UU3,80.0,1.0,274.0,48.0,17.1,89.0,A
371361000,2019-05-09T05:17:53,38.95698,-75.18387,0.0,69.0,160.0,PACIFIC DAWN,IMO9307140,3ECJ9,80.0,1.0,238.0,42.0,14.8,80.0,A
636017535,2019-05-09T05:18:50,39.22028,-75.29439,11.5,-77.2,331.0,SBI PHOENIX,IMO9714680,D5LK8,70.0,0.0,199.0,,,,B
367147860,2019-05-09T05:19:09,39.03966,-75.16254,8.7,157.9,157.0,CHOPTANK,IMO9417074,WDG4555,31.0,11.0,35.0,10.0,,,B
538006702,2019-05-09T05:18:34,38.96918,-75.19963,0.0,36.0,163.0,NAMSEN,IMO9761528,V7QJ6,80.0,1.0,,,,,A
311588000,2019-05-09T05:19:28,39.34094,-75.42923,14.6,138.9,139.0,DOLE ECUADOR,IMO8513479,C6FX6,70.0,0.0,178.0,27.0,8.7,70.0,B
636017653,2019-05-09T05:19:44,39.21685,-75.29368,13.9,-74.1,336.0,SCF IRTYSH,IMO9397535,D5MB9,80.0,0.0,183.0,32.0,13.2,89.0,B
311000546,2019-05-09T05:18:48,38.9165,-75.15032,0.0,204.1,160.0,,,,,1.0,,,,,A
538004030,2019-05-09T05:20:14,38.93157,-75.16183,0.1,92.6,162.0,FRIO,IMO9596985,V7UU3,80.0,1.0,274.0,48.0,17.1,89.0,A
311588000,2019-05-09T05:20:34,39.33755,-75.42548,14.7,139.5,139.0,DOLE ECUADOR,IMO8513479,C6FX6,70.0,0.0,178.0,27.0,8.7,70.0,B
636017653,2019-05-09T05:21:03,39.22141,-75.29636,13.9,-73.9,337.0,SCF IRTYSH,IMO9397535,D5MB9,80.0,0.0,183.0,32.0,13.2,89.0,B
367147860,2019-05-09T05:16:50,39.04482,-75.16507,8.6,159.0,160.0,CHOPTANK,IMO9417074,WDG4555,31.0,11.0,35.0,10.0,,,B
367147860,2019-05-09T05:20:20,39.03699,-75.16117,8.8,158.6,157.0,CHOPTANK,IMO9417074,WDG4555,31.0,11.0,35.0,10.0,,,B
371361000,2019-05-09T05:20:53,38.95698,-75.18393,0.0,69.0,160.0,PACIFIC DAWN,IMO9307140,3ECJ9,80.0,1.0,238.0,42.0,14.8,80.0,A
369235000,2019-05-09T05:17:37,38.95697,-75.18433,0.0,-154.8,160.0,OSG VISION,IMO9436537,WDF2493,31.0,5.0,46.0,15.0,6.5,57.0,A
240463000,2019-05-09T05:19:04,38.94417,-75.17405,0.0,87.0,152.0,BOUBOULINA,IMO9298753,SZIS,80.0,1.0,274.0,50.0,17.0,80.0,A
369235000,2019-05-09T05:20:36,38.95698,-75.18431,0.0,-154.8,159.0,OSG VISION,IMO9436537,WDF2493,31.0,5.0,46.0,15.0,6.5,57.0,A
311588000,2019-05-09T05:21:46,39.33387,-75.42135,14.6,139.1,139.0,DOLE ECUADOR,IMO8513479,C6FX6,70.0,0.0,178.0,27.0,8.7,70.0,B
311000546,2019-05-09T05:21:48,38.9164,-75.15039,0.0,-201.8,158.0,,,,,1.0,,,,,A
367147860,2019-05-09T05:22:09,39.03286,-75.15907,8.8,158.9,158.0,CHOPTANK,IMO9417074,WDG4555,31.0,11.0,35.0,10.0,,,B
636017653,2019-05-09T05:22:33,39.2265,-75.29948,13.2,-75.9,331.0,SCF IRTYSH,IMO9397535,D5MB9,80.0,0.0,183.0,32.0,13.2,89.0,B
636017535,2019-05-09T05:21:30,39.22777,-75.29942,10.9,-78.4,326.0,SBI PHOENIX,IMO9714680,D5LK8,70.0,0.0,199.0,,,,B
240463000,2019-05-09T05:22:04,38.9442,-75.17405,0.0,87.0,154.0,BOUBOULINA,IMO9298753,SZIS,80.0,1.0,274.0,50.0,17.0,80.0,A
311588000,2019-05-09T05:22:58,39.33014,-75.41723,14.6,138.4,139.0,DOLE ECUADOR,IMO8513479,C6FX6,70.0,0.0,178.0,27.0,8.7,70.0,B
538006702,2019-05-09T05:21:40,38.96909,-75.19961,0.0,36.0,163.0,NAMSEN,IMO9761528,V7QJ6,80.0,1.0,,,,,A
636017653,2019-05-09T05:24:03,39.23083,-75.30335,12.4,-91.1,319.0,SCF IRTYSH,IMO9397535,D5MB9,80.0,0.0,183.0,32.0,13.2,89.0,B
636017535,2019-05-09T05:24:30,39.23504,-75.30551,10.0,-83.3,323.0,SBI PHOENIX,IMO9714680,D5LK8,70.0,0.0,199.0,,,,B
311588000,2019-05-09T05:24:22,39.32598,-75.41229,14.7,138.5,139.0,DOLE ECUADOR,IMO8513479,C6FX6,70.0,0.0,178.0,27.0,8.7,70.0,B
636017653,2019-05-09T05:25:13,39.23391,-75.30651,12.0,-86.6,323.0,SCF IRTYSH,IMO9397535,D5MB9,80.0,0.0,183.0,32.0,13.2,89.0,B
367147860,2019-05-09T05:23:20,39.03014,-75.15768,8.8,158.4,158.0,CHOPTANK,IMO9417074,WDG4555,31.0,11.0,35.0,10.0,,,B
311588000,2019-05-09T05:25:34,39.32229,-75.40809,14.8,138.4,138.0,DOLE ECUADOR,IMO8513479,C6FX6,70.0,0.0,178.0,27.0,8.7,70.0,B
369235000,2019-05-09T05:23:36,38.95694,-75.18437,0.0,-154.8,159.0,OSG VISION,IMO9436537,WDF2493,31.0,5.0,46.0,15.0,6.5,57.0,A
538004030,2019-05-09T05:23:16,38.93153,-75.16174,0.0,105.6,163.0,FRIO,IMO9596985,V7UU3,80.0,1.0,274.0,48.0,17.1,89.0,A
538004030,2019-05-09T05:26:17,38.93158,-75.16159,0.0,78.9,164.0,FRIO,IMO9596985,V7UU3,80.0,1.0,274.0,48.0,17.1,89.0,A
636017653,2019-05-09T05:26:32,39.23745,-75.30993,12.0,-87.2,322.0,SCF IRTYSH,IMO9397535,D5MB9,80.0,0.0,183.0,32.0,13.2,89.0,B
538006702,2019-05-09T05:24:35,38.96911,-75.19968,0.0,36.0,163.0,NAMSEN,IMO9761528,V7QJ6,80.0,1.0,,,,,A
311000546,2019-05-09T05:24:48,38.91634,-75.15044,0.0,-198.8,156.0,,,,,1.0,,,,,A
311588000,2019-05-09T05:26:46,39.31859,-75.40385,14.8,138.4,139.0,DOLE ECUADOR,IMO8513479,C6FX6,70.0,0.0,178.0,27.0,8.7,70.0,B
367147860,2019-05-09T05:24:30,39.02745,-75.15627,8.9,157.6,158.0,CHOPTANK,IMO9417074,WDG4555,31.0,11.0,35.0,10.0,,,B
240463000,2019-05-09T05:25:05,38.94422,-75.174,0.0,87.0,155.0,BOUBOULINA,IMO9298753,SZIS,80.0,1.0,274.0,50.0,17.0,80.0,A
371361000,2019-05-09T05:26:52,38.95698,-75.18383,0.0,69.0,159.0,PACIFIC DAWN,IMO9307140,3ECJ9,80.0,1.0,238.0,42.0,14.8,80.0,A
636017535,2019-05-09T05:27:31,39.24115,-75.31165,8.4,-88.7,319.0,SBI PHOENIX,IMO9714680,D5LK8,70.0,0.0,199.0,,,,B
367147860,2019-05-09T05:25:40,39.02479,-75.15488,9.0,157.6,158.0,CHOPTANK,IMO9417074,WDG4555,31.0,11.0,35.0,10.0,,,B
371361000,2019-05-09T05:23:53,38.95695,-75.18387,0.0,69.0,160.0,PACIFIC DAWN,IMO9307140,3ECJ9,80.0,1.0,238.0,42.0,14.8,80.0,A
636017653,2019-05-09T05:28:14,39.24193,-75.31453,12.3,-92.9,313.0,SCF IRTYSH,IMO9397535,D5MB9,80.0,0.0,183.0,32.0,13.2,89.0,B
311588000,2019-05-09T05:27:58,39.31486,-75.39965,14.9,139.5,139.0,DOLE ECUADOR,IMO8513479,C6FX6,70.0,0.0,178.0,27.0,8.7,70.0,B
367147860,2019-05-09T05:26:49,39.02214,-75.15344,9.0,156.5,157.0,CHOPTANK,IMO9417074,WDG4555,31.0,11.0,35.0,10.0,,,B
369235000,2019-05-09T05:26:37,38.95692,-75.18437,0.0,-154.8,158.0,OSG VISION,IMO9436537,WDF2493,31.0,5.0,46.0,15.0,6.5,57.0,A
311588000,2019-05-09T05:29:22,39.31047,-75.39475,14.8,139.4,139.0,DOLE ECUADOR,IMO8513479,C6FX6,70.0,0.0,178.0,27.0,8.7,70.0,B
240463000,2019-05-09T05:28:06,38.9442,-75.17387,0.0,72.0,157.0,BOUBOULINA,IMO9298753,SZIS,80.0,1.0,274.0,50.0,17.0,80.0,A
636017653,2019-05-09T05:30:14,39.24674,-75.32065,12.1,-92.2,317.0,SCF IRTYSH,IMO9397535,D5MB9,80.0,0.0,183.0,32.0,13.2,89.0,B
538006702,2019-05-09T05:30:33,38.96914,-75.19963,0.0,36.0,163.0,NAMSEN,IMO9761528,V7QJ6,80.0,1.0,,,,,A
311000546,2019-05-09T05:27:48,38.91636,-75.15049,0.0,-198.7,153.0,,,,,1.0,,,,,A
311588000,2019-05-09T05:30:34,39.30678,-75.39052,14.7,137.9,139.0,DOLE ECUADOR,IMO8513479,C6FX6,70.0,0.0,178.0,27.0,8.7,70.0,B
367147860,2019-05-09T05:29:11,39.0167,-75.15032,9.1,155.9,157.0,CHOPTANK,IMO9417074,WDG4555,31.0,11.0,35.0,10.0,,,B
636017653,2019-05-09T05:31:44,39.25053,-75.32507,12.4,-92.2,317.0,SCF IRTYSH,IMO9397535,D5MB9,80.0,0.0,183.0,32.0,13.2,89.0,B
538004030,2019-05-09T05:29:15,38.93153,-75.16151,0.0,99.4,165.0,FRIO,IMO9596985,V7UU3,80.0,1.0,274.0,48.0,17.1,89.0,A
311588000,2019-05-09T05:32:04,39.30204,-75.38537,14.8,140.2,141.0,DOLE ECUADOR,IMO8513479,C6FX6,70.0,0.0,178.0,27.0,8.7,70.0,B
369235000,2019-05-09T05:29:37,38.95693,-75.18439,0.0,-154.8,157.0,OSG VISION,IMO9436537,WDF2493,31.0,5.0,46.0,15.0,6.5,57.0,A
371361000,2019-05-09T05:29:53,38.95698,-75.18385,0.0,69.0,158.0,PACIFIC DAWN,IMO9307140,3ECJ9,80.0,1.0,238.0,42.0,14.8,80.0,A
367147860,2019-05-09T05:30:20,39.01407,-75.14882,9.0,155.7,158.0,CHOPTANK,IMO9417074,WDG4555,31.0,11.0,35.0,10.0,,,B
311000546,2019-05-09T05:30:48,38.91634,-75.15052,0.1,-200.5,150.0,,,,,1.0,,,,,A
636017535,2019-05-09T05:29:30,39.24486,-75.3156,9.3,-89.4,319.0,SBI PHOENIX,IMO9714680,D5LK8,70.0,0.0,199.0,,,,B
240463000,2019-05-09T05:31:03,38.94422,-75.17375,0.0,67.0,158.0,BOUBOULINA,IMO9298753,SZIS,80.0,1.0,274.0,50.0,17.0,80.0,A
636017535,2019-05-09T05:30:41,39.24727,-75.31808,9.5,-88.9,318.0,SBI PHOENIX,IMO9714680,D5LK8,70.0,0.0,199.0,,,,B
538004030,2019-05-09T05:32:16,38.93151,-75.16146,0.0,111.4,167.0,FRIO,IMO9596985,V7UU3,80.0,1.0,274.0,48.0,17.1,89.0,A
538006702,2019-05-09T05:27:39,38.96914,-75.19961,0.0,36.0,163.0,NAMSEN,IMO9761528,V7QJ6,80.0,1.0,,,,,A
369235000,2019-05-09T05:32:37,38.95691,-75.18445,0.0,-154.8,156.0,OSG VISION,IMO9436537,WDF2493,31.0,5.0,46.0,15.0,6.5,57.0,A
367147860,2019-05-09T05:28:00,39.01943,-75.15188,9.1,155.9,157.0,CHOPTANK,IMO9417074,WDG4555,31.0,11.0,35.0,10.0,,,B
371361000,2019-05-09T05:32:54,38.95697,-75.18385,0.0,69.0,157.0,PACIFIC DAWN,IMO9307140,3ECJ9,80.0,1.0,238.0,42.0,14.8,80.0,A
636017653,2019-05-09T05:33:03,39.25401,-75.32908,12.7,-90.6,320.0,SCF IRTYSH,IMO9397535,D5MB9,80.0,0.0,183.0,32.0,13.2,89.0,B
367147860,2019-05-09T05:31:31,39.01137,-75.14724,9.1,155.3,157.0,CHOPTANK,IMO9417074,WDG4555,31.0,11.0,35.0,10.0,,,B
367147860,2019-05-09T05:32:40,39.00869,-75.14572,9.0,155.9,158.0,CHOPTANK,IMO9417074,WDG4555,31.0,11.0,35.0,10.0,,,B
538006702,2019-05-09T05:33:30,38.96914,-75.19966,0.0,36.0,162.0,NAMSEN,IMO9761528,V7QJ6,80.0,1.0,,,,,A
311000546,2019-05-09T05:33:48,38.91632,-75.15049,0.0,107.3,149.0,,,,,1.0,,,,,A
311588000,2019-05-09T05:34:16,39.29507,-75.37787,14.8,140.4,139.0,DOLE ECUADOR,IMO8513479,C6FX6,70.0,0.0,178.0,27.0,8.7,70.0,B
636017653,2019-05-09T05:34:33,39.25813,-75.3335,13.0,-89.1,321.0,SCF IRTYSH,IMO9397535,D5MB9,80.0,0.0,183.0,32.0,13.2,89.0,B
636017535,2019-05-09T05:33:50,39.25348,-75.32501,8.9,-91.0,314.0,SBI PHOENIX,IMO9714680,D5LK8,70.0,0.0,199.0,,,,B
636017535,2019-05-09T05:35:01,39.25557,-75.32752,8.6,-93.1,315.0,SBI PHOENIX,IMO9714680,D5LK8,70.0,0.0,199.0,,,,B
311588000,2019-05-09T05:35:34,39.29103,-75.37334,14.9,138.7,139.0,DOLE ECUADOR,IMO8513479,C6FX6,70.0,0.0,178.0,27.0,8.7,70.0,B
371361000,2019-05-09T05:35:52,38.95698,-75.18385,0.0,69.0,156.0,PACIFIC DAWN,IMO9307140,3ECJ9,80.0,1.0,238.0,42.0,14.8,80.0,A
636017535,2019-05-09T05:36:30,39.25816,-75.33061,8.4,-92.6,315.0,SBI PHOENIX,IMO9714680,D5LK8,70.0,0.0,199.0,,,,B
367147860,2019-05-09T05:36:33,38.99997,-75.14088,8.8,158.9,158.0,CHOPTANK,IMO9417074,WDG4555,31.0,11.0,35.0,10.0,,,A
367147860,2019-05-09T05:33:41,39.00643,-75.1444,8.9,155.7,158.0,CHOPTANK,IMO9417074,WDG4555,31.0,11.0,35.0,10.0,,,B
311588000,2019-05-09T05:36:40,39.2876,-75.36956,15.0,139.9,140.0,DOLE ECUADOR,IMO8513479,C6FX6,70.0,0.0,178.0,27.0,8.7,70.0,B
240463000,2019-05-09T05:34:03,38.94428,-75.17363,0.1,101.0,157.0,BOUBOULINA,IMO9298753,SZIS,80.0,1.0,274.0,50.0,17.0,80.0,A
636017535,2019-05-09T05:37:41,39.26018,-75.33302,8.2,-91.7,315.0,SBI PHOENIX,IMO9714680,D5LK8,70.0,0.0,199.0,,,,B
311588000,2019-05-09T05:37:52,39.28377,-75.3652,15.1,137.9,138.0,DOLE ECUADOR,IMO8513479,C6FX6,70.0,0.0,178.0,27.0,8.7,70.0,B
636017653,2019-05-09T05:38:14,39.2686,-75.34456,13.4,-87.2,322.0,SCF IRTYSH,IMO9397535,D5MB9,80.0,0.0,183.0,32.0,13.2,89.0,B
636017535,2019-05-09T05:39:11,39.26265,-75.33597,8.0,-91.3,314.0,SBI PHOENIX,IMO9714680,D5LK8,70.0,0.0,199.0,,,,A
538004030,2019-05-09T05:35:15,38.93162,-75.16141,0.0,126.5,168.0,FRIO,IMO9596985,V7UU3,80.0,1.0,274.0,48.0,17.1,89.0,A
367147860,2019-05-09T05:39:20,38.99358,-75.13747,8.9,158.2,157.0,CHOPTANK,IMO9417074,WDG4555,31.0,11.0,35.0,10.0,,,B
311588000,2019-05-09T05:39:40,39.27809,-75.35865,15.4,138.7,140.0,DOLE ECUADOR,IMO8513479,C6FX6,70.0,0.0,178.0,27.0,8.7,70.0,B
636017653,2019-05-09T05:39:32,39.2724,-75.3484,13.4,-87.6,322.0,SCF IRTYSH,IMO9397535,D5MB9,80.0,0.0,183.0,32.0,13.2,89.0,B
311000546,2019-05-09T05:36:48,38.91634,-75.15041,0.0,98.4,150.0,,,,,1.0,,,,,A
538006702,2019-05-09T05:36:34,38.96912,-75.19961,0.0,36.0,161.0,NAMSEN,IMO9761528,V7QJ6,80.0,1.0,,,,,A
367147860,2019-05-09T05:40:30,38.99097,-75.136,9.0,157.0,158.0,CHOPTANK,IMO9417074,WDG4555,31.0,11.0,35.0,10.0,,,B
240463000,2019-05-09T05:37:03,38.94428,-75.17353,0.0,121.0,157.0,BOUBOULINA,IMO9298753,SZIS,80.0,1.0,274.0,50.0,17.0,80.0,A
636017653,2019-05-09T05:41:14,39.27741,-75.35344,13.4,-89.9,318.0,SCF IRTYSH,IMO9397535,D5MB9,80.0,0.0,183.0,32.0,13.2,89.0,B
636017535,2019-05-09T05:41:21,39.26626,-75.34008,8.1,-90.5,316.0,SBI PHOENIX,IMO9714680,D5LK8,70.0,0.0,199.0,,,,B
538004030,2019-05-09T05:38:14,38.93155,-75.1613,0.0,104.4,169.0,FRIO,IMO9596985,V7UU3,80.0,1.0,274.0,48.0,17.1,89.0,A
311588000,2019-05-09T05:41:52,39.27104,-75.35066,15.4,137.9,138.0,DOLE ECUADOR,IMO8513479,C6FX6,70.0,0.0,178.0,27.0,8.7,70.0,B
636017653,2019-05-09T05:42:23,39.28054,-75.35708,13.4,-90.6,319.0,SCF IRTYSH,IMO9397535,D5MB9,80.0,0.0,183.0,32.0,13.2,89.0,B
371361000,2019-05-09T05:38:54,38.95702,-75.18403,0.0,-166.6,155.0,PACIFIC DAWN,IMO9307140,3ECJ9,80.0,1.0,238.0,42.0,14.8,80.0,A
311000546,2019-05-09T05:42:48,38.91637,-75.15016,0.2,114.1,154.0,,,,,1.0,,,,,A
311588000,2019-05-09T05:42:58,39.26752,-75.34665,15.5,138.7,138.0,DOLE ECUADOR,IMO8513479,C6FX6,70.0,0.0,178.0,27.0,8.7,70.0,B
367147860,2019-05-09T05:42:59,38.98513,-75.13295,9.2,157.6,158.0,CHOPTANK,IMO9417074,WDG4555,31.0,11.0,35.0,10.0,,,B
538006702,2019-05-09T05:39:34,38.96907,-75.19962,0.0,36.0,160.0,NAMSEN,IMO9761528,V7QJ6,80.0,1.0,,,,,A
240463000,2019-05-09T05:40:04,38.94427,-75.17348,0.0,127.0,157.0,BOUBOULINA,IMO9298753,SZIS,80.0,1.0,274.0,50.0,17.0,80.0,A
636017535,2019-05-09T05:44:11,39.2715,-75.34614,9.4,-91.0,316.0,SBI PHOENIX,IMO9714680,D5LK8,70.0,0.0,199.0,,,,B
636017653,2019-05-09T05:44:52,39.28752,-75.36516,13.6,-92.1,318.0,SCF IRTYSH,IMO9397535,D5MB9,80.0,0.0,183.0,32.0,13.2,89.0,B
