MMSI,BaseDateTime,LAT,LON,SOG,COG,Heading,VesselName,IMO,CallSign,VesselType,Status,Length,Width,Draft,Cargo,TranscieverClass
367652050,2019-05-09T14:22:24,39.42362,-75.52596,17.2,139.5,511.0,SCORPIO,,WDH7833,37.0,,23.0,,,,B
367090580,2019-05-09T14:24:31,38.93707,-75.27253,24.5,-119.4,511.0,BIG STONE 5,,WSE3119,60.0,0.0,15.0,4.0,,50.0,B
367645750,2019-05-09T14:22:03,39.03351,-74.97738,1.5,-56.6,511.0,EVENING STAR,IMO8853013,WDH7195,30.0,,24.0,7.0,,,B
338169577,2019-05-09T14:24:36,38.87275,-75.22464,0.0,-183.1,511.0,JOANNE DAIBER,,,90.0,0.0,,,,,B
338233543,2019-05-09T14:22:46,39.30215,-75.30562,2.1,179.3,511.0,R/V JAMES W. JOSEPH,IMO0000000,JOSEPH,37.0,,14.0,6.0,,,B
338332843,2019-05-09T14:24:55,38.99498,-75.05693,24.2,-98.2,511.0,KIMBERLY ANN,IMO0000000,,37.0,,16.0,5.0,,,B
366914190,2019-05-09T14:22:47,38.86637,-75.08208,11.7,-193.3,207.0,NEW JERSEY,IMO8643078,WYU8850,60.0,0.0,86.0,20.0,,,B
538004030,2019-05-09T14:23:16,38.93085,-75.16205,0.0,94.0,149.0,FRIO,IMO9596985,V7UU3,80.0,1.0,274.0,48.0,17.1,89.0,A
240463000,2019-05-09T14:25:03,38.94412,-75.1745,0.0,27.0,143.0,BOUBOULINA,IMO9298753,SZIS,80.0,1.0,274.0,50.0,17.0,80.0,A
367652050,2019-05-09T14:24:51,39.41472,-75.51638,17.1,139.6,511.0,SCORPIO,,WDH7833,37.0,,23.0,,,,B
36949428,2019-05-09T14:24:53,39.21048,-75.19232,10.0,5.8,8.0,CG49428,,,99.0,3.0,15.0,5.0,0.0,99.0,B
366766860,2019-05-09T14:25:39,39.35146,-75.44044,10.7,138.4,139.0,EXPLORER,IMO7397660,WBN7618,31.0,0.0,41.0,11.0,5.1,,A
367090580,2019-05-09T14:25:37,38.93936,-75.28166,24.4,-126.5,511.0,BIG STONE 5,,WSE3119,60.0,0.0,15.0,4.0,,50.0,B
367317410,2019-05-09T14:23:44,39.02793,-74.97931,4.3,184.7,511.0,OPPORTUNE,,WDD9868,30.0,,16.0,5.0,,,B
366914190,2019-05-09T14:23:48,38.86369,-75.08446,11.6,-195.3,206.0,NEW JERSEY,IMO8643078,WYU8850,60.0,0.0,86.0,20.0,,,B
371361000,2019-05-09T14:23:53,38.95697,-75.18372,0.1,35.0,151.0,PACIFIC DAWN,IMO9307140,3ECJ9,80.0,1.0,238.0,42.0,14.8,80.0,A
367563930,2019-05-09T14:24:43,38.97149,-75.12428,7.8,155.6,156.0,DEAN REINAUER,IMO9653264,WDG7107,31.0,0.0,35.0,10.0,4.9,,B
366914190,2019-05-09T14:26:18,38.85694,-75.09054,11.7,-195.5,205.0,NEW JERSEY,IMO8643078,WYU8850,60.0,0.0,86.0,20.0,,,B
338169577,2019-05-09T14:26:15,38.87275,-75.22464,0.7,197.8,511.0,JOANNE DAIBER,,,90.0,0.0,,,,,B
367563930,2019-05-09T14:26:33,38.96786,-75.12212,7.8,155.4,157.0,DEAN REINAUER,IMO9653264,WDG7107,31.0,0.0,35.0,10.0,4.9,,B
367090580,2019-05-09T14:26:43,38.93813,-75.29097,24.2,-152.7,511.0,BIG STONE 5,,WSE3119,60.0,0.0,15.0,4.0,,50.0,B
538006702,2019-05-09T14:24:35,38.96865,-75.19982,0.0,44.2,140.0,NAMSEN,IMO9761528,V7QJ6,80.0,1.0,,,,,A
367470320,2019-05-09T14:24:39,39.00523,-74.97328,8.0,-192.9,511.0,CHARISMA,,WDF6070,30.0,,13.0,,,,B
367317410,2019-05-09T14:24:45,39.02674,-74.97949,4.2,189.4,511.0,OPPORTUNE,,WDD9868,30.0,,16.0,5.0,,,B
367490480,2019-05-09T14:24:46,38.97855,-74.9891,1.1,-60.1,511.0,EVA MARIE,IMO8969408,WDH3461,30.0,,26.0,7.0,,,B
311000546,2019-05-09T14:24:48,38.91635,-75.15007,0.0,-176.6,155.0,,,,,1.0,,,,,A
367645750,2019-05-09T14:25:03,39.03475,-74.97755,1.4,-58.1,511.0,EVENING STAR,IMO8853013,WDH7195,30.0,,24.0,7.0,,,B
367549830,2019-05-09T14:25:21,39.31461,-75.39477,9.2,-89.7,319.0,CURTIS REINAUER,IMO9653240,WDG5745,31.0,0.0,33.0,10.0,,,B
338332843,2019-05-09T14:27:20,39.00198,-75.075,23.9,-111.7,511.0,KIMBERLY ANN,IMO0000000,,37.0,,16.0,5.0,,,B
367549830,2019-05-09T14:27:32,39.31893,-75.39931,9.3,-88.0,321.0,CURTIS REINAUER,IMO9653240,WDG5745,31.0,0.0,33.0,10.0,,,B
36949428,2019-05-09T14:25:56,39.21346,-75.19157,10.2,13.6,15.0,CG49428,,,99.0,3.0,15.0,5.0,0.0,99.0,A
367470320,2019-05-09T14:26:09,39.00277,-74.97611,8.5,-171.2,511.0,CHARISMA,,WDF6070,30.0,,13.0,,,,B
367563930,2019-05-09T14:28:13,38.96458,-75.12014,7.8,155.4,157.0,DEAN REINAUER,IMO9653264,WDG7107,31.0,0.0,35.0,10.0,4.9,,B
367652050,2019-05-09T14:26:21,39.4094,-75.51033,17.1,139.7,511.0,SCORPIO,,WDH7833,37.0,,23.0,,,,B
538004030,2019-05-09T14:26:17,38.9309,-75.16204,0.0,75.8,151.0,FRIO,IMO9596985,V7UU3,80.0,1.0,274.0,48.0,17.1,89.0,A
338332843,2019-05-09T14:28:45,39.00607,-75.08547,23.5,-113.2,511.0,KIMBERLY ANN,IMO0000000,,37.0,,16.0,5.0,,,B
367317410,2019-05-09T14:26:44,39.02484,-74.98034,5.4,-103.6,511.0,OPPORTUNE,,WDD9868,30.0,,16.0,5.0,,,B
338233543,2019-05-09T14:26:48,39.30192,-75.30711,2.6,-113.1,511.0,R/V JAMES W. JOSEPH,IMO0000000,JOSEPH,37.0,,14.0,6.0,,,B
371361000,2019-05-09T14:26:53,38.95695,-75.1838,0.1,-172.6,152.0,PACIFIC DAWN,IMO9307140,3ECJ9,80.0,1.0,238.0,42.0,14.8,80.0,A
367549830,2019-05-09T14:29:21,39.32265,-75.40309,9.3,-87.9,320.0,CURTIS REINAUER,IMO9653240,WDG5745,31.0,0.0,33.0,10.0,,,B
366766860,2019-05-09T14:26:46,39.34903,-75.43761,10.7,137.9,139.0,EXPLORER,IMO7397660,WBN7618,31.0,0.0,41.0,11.0,5.1,,B
36949428,2019-05-09T14:27:00,39.21618,-75.19042,10.4,21.4,22.0,CG49428,,,99.0,3.0,15.0,5.0,0.0,99.0,A
367539750,2019-05-09T14:27:12,39.02889,-74.98586,1.5,-54.9,511.0,ONNERED,,WDG4753,30.0,,18.0,6.0,,,B
367090580,2019-05-09T14:29:25,38.94488,-75.31088,17.4,-101.9,511.0,BIG STONE 5,,WSE3119,60.0,0.0,15.0,4.0,,50.0,B
367652050,2019-05-09T14:27:22,39.40578,-75.50634,16.8,138.1,511.0,SCORPIO,,WDH7833,37.0,,23.0,,,,B
538006702,2019-05-09T14:27:40,38.96869,-75.1998,0.0,44.2,140.0,NAMSEN,IMO9761528,V7QJ6,80.0,1.0,,,,,A
366914190,2019-05-09T14:29:18,38.84894,-75.09751,11.3,-197.3,204.0,NEW JERSEY,IMO8643078,WYU8850,60.0,0.0,86.0,20.0,,,B
366766860,2019-05-09T14:29:26,39.343,-75.43072,10.8,138.1,139.0,EXPLORER,IMO7397660,WBN7618,31.0,0.0,41.0,11.0,5.1,,A
366980160,2019-05-09T14:29:30,38.80931,-75.09389,24.2,-147.7,257.0,BRANDYWINE,,WDB9646,,15.0,16.0,5.0,,,B
367490480,2019-05-09T14:27:46,38.97957,-74.98937,1.3,-57.5,511.0,EVA MARIE,IMO8969408,WDH3461,30.0,,26.0,7.0,,,B
367317410,2019-05-09T14:27:45,39.02603,-74.9819,6.4,-92.4,511.0,OPPORTUNE,,WDD9868,30.0,,16.0,5.0,,,B
367470320,2019-05-09T14:27:38,39.00018,-74.97852,7.9,199.1,511.0,CHARISMA,,WDF6070,30.0,,13.0,,,,B
311000546,2019-05-09T14:27:48,38.91625,-75.15022,0.0,-180.4,153.0,,,,,1.0,,,,,A
367317410,2019-05-09T14:30:15,39.02959,-74.98478,6.8,-55.3,511.0,OPPORTUNE,,WDD9868,30.0,,16.0,5.0,,,B
367645750,2019-05-09T14:28:03,39.03603,-74.97778,1.7,-57.8,511.0,EVENING STAR,IMO8853013,WDH7195,30.0,,24.0,7.0,,,B
240463000,2019-05-09T14:28:03,38.94415,-75.17442,0.0,27.0,144.0,BOUBOULINA,IMO9298753,SZIS,80.0,1.0,274.0,50.0,17.0,80.0,A
338332843,2019-05-09T14:30:55,39.01245,-75.10138,23.6,-114.1,511.0,KIMBERLY ANN,IMO0000000,,37.0,,16.0,5.0,,,B
36949428,2019-05-09T14:28:14,39.21923,-75.18888,9.8,-49.7,0.0,CG49428,,,99.0,3.0,15.0,5.0,0.0,99.0,A
338169577,2019-05-09T14:30:55,38.87275,-75.22464,0.7,95.4,511.0,JOANNE DAIBER,,,90.0,0.0,,,,,B
367090580,2019-05-09T14:28:13,38.9397,-75.30261,24.7,-102.2,511.0,BIG STONE 5,,WSE3119,60.0,0.0,15.0,4.0,,50.0,B
366980160,2019-05-09T14:31:04,38.80532,-75.10657,24.6,-165.1,245.0,BRANDYWINE,,WDB9646,,15.0,16.0,5.0,,,B
367470320,2019-05-09T14:28:39,38.99891,-74.98092,8.6,-159.1,511.0,CHARISMA,,WDF6070,30.0,,13.0,,,,B
367549830,2019-05-09T14:31:21,39.3267,-75.40711,9.1,-87.8,320.0,CURTIS REINAUER,IMO9653240,WDG5745,31.0,0.0,33.0,10.0,,,B
367652050,2019-05-09T14:28:51,39.40062,-75.50019,16.9,139.6,511.0,SCORPIO,,WDH7833,37.0,,23.0,,,,B
538004030,2019-05-09T14:29:14,38.93092,-75.16198,0.0,52.0,152.0,FRIO,IMO9596985,V7UU3,80.0,1.0,274.0,48.0,17.1,89.0,A
36949428,2019-05-09T14:29:20,39.22228,-75.1888,9.6,0.7,1.0,CG49428,,,99.0,3.0,15.0,5.0,0.0,99.0,A
338332843,2019-05-09T14:32:09,39.01605,-75.11059,23.3,-111.2,511.0,KIMBERLY ANN,IMO0000000,,37.0,,16.0,5.0,,,B
367652050,2019-05-09T14:29:52,39.39703,-75.49609,16.7,139.4,511.0,SCORPIO,,WDH7833,37.0,,23.0,,,,B
371361000,2019-05-09T14:29:54,38.95688,-75.18395,0.1,-160.6,150.0,PACIFIC DAWN,IMO9307140,3ECJ9,80.0,1.0,238.0,42.0,14.8,80.0,A
367470320,2019-05-09T14:30:09,38.9974,-74.98506,8.5,-159.3,511.0,CHARISMA,,WDF6070,30.0,,13.0,,,,B
367645750,2019-05-09T14:31:04,39.0374,-74.97804,1.6,-56.2,511.0,EVENING STAR,IMO8853013,WDH7195,30.0,,24.0,7.0,,,B
366914190,2019-05-09T14:30:27,38.84586,-75.1001,11.5,-196.6,205.0,NEW JERSEY,IMO8643078,WYU8850,60.0,0.0,86.0,20.0,,,B
367490480,2019-05-09T14:30:46,38.98056,-74.98961,1.1,-66.4,511.0,EVA MARIE,IMO8969408,WDH3461,30.0,,26.0,7.0,,,B
367563930,2019-05-09T14:30:33,38.95996,-75.11747,7.8,156.1,157.0,DEAN REINAUER,IMO9653264,WDG7107,31.0,0.0,35.0,10.0,4.9,,B
366766860,2019-05-09T14:30:35,39.34044,-75.42773,10.8,137.6,139.0,EXPLORER,IMO7397660,WBN7618,31.0,0.0,41.0,11.0,5.1,,B
338169577,2019-05-09T14:27:26,38.87273,-75.22465,0.0,166.4,511.0,JOANNE DAIBER,,,90.0,0.0,,,,,A
338332843,2019-05-09T14:29:50,39.0093,-75.09356,23.8,-114.7,511.0,KIMBERLY ANN,IMO0000000,,37.0,,16.0,5.0,,,B
311000546,2019-05-09T14:30:48,38.91616,-75.15036,0.0,-173.1,149.0,,,,,1.0,,,,,A
367490480,2019-05-09T14:32:01,38.98116,-74.98968,3.0,10.8,511.0,EVA MARIE,IMO8969408,WDH3461,30.0,,26.0,7.0,,,B
366914190,2019-05-09T14:31:38,38.84266,-75.10283,11.7,-195.5,205.0,NEW JERSEY,IMO8643078,WYU8850,60.0,0.0,86.0,20.0,,,B
367470320,2019-05-09T14:31:39,38.99636,-74.98948,9.0,-152.8,511.0,CHARISMA,,WDF6070,30.0,,13.0,,,,B
367563930,2019-05-09T14:31:43,38.95767,-75.11616,7.7,157.3,157.0,DEAN REINAUER,IMO9653264,WDG7107,31.0,0.0,35.0,10.0,4.9,,B
366766860,2019-05-09T14:31:39,39.33808,-75.42495,10.7,137.6,140.0,EXPLORER,IMO7397660,WBN7618,31.0,0.0,41.0,11.0,5.1,,A
538004030,2019-05-09T14:32:16,38.93093,-75.16197,0.1,-174.4,155.0,FRIO,IMO9596985,V7UU3,80.0,1.0,274.0,48.0,17.1,89.0,A
367563930,2019-05-09T14:29:23,38.96231,-75.11877,7.8,154.0,158.0,DEAN REINAUER,IMO9653264,WDG7107,31.0,0.0,35.0,10.0,4.9,,B
367539750,2019-05-09T14:30:12,39.03012,-74.98603,1.5,-55.1,511.0,ONNERED,,WDG4753,30.0,,18.0,6.0,,,B
240463000,2019-05-09T14:31:05,38.94418,-75.17432,0.0,27.0,146.0,BOUBOULINA,IMO9298753,SZIS,80.0,1.0,274.0,50.0,17.0,80.0,A
338169577,2019-05-09T14:32:55,38.87275,-75.22464,0.0,67.2,511.0,JOANNE DAIBER,,,90.0,0.0,,,,,B
367317410,2019-05-09T14:31:45,39.03245,-74.98522,6.9,-55.5,511.0,OPPORTUNE,,WDD9868,30.0,,16.0,5.0,,,B
36949428,2019-05-09T14:33:03,39.23189,-75.18587,9.5,9.6,13.0,CG49428,,,99.0,3.0,15.0,5.0,0.0,99.0,B
367549830,2019-05-09T14:33:21,39.33068,-75.41106,9.0,-89.9,317.0,CURTIS REINAUER,IMO9653240,WDG5745,31.0,0.0,33.0,10.0,,,B
366980160,2019-05-09T14:33:32,38.79441,-75.11726,22.9,175.3,174.0,BRANDYWINE,,WDB9646,,15.0,16.0,5.0,,,B
367652050,2019-05-09T14:33:22,39.38457,-75.48182,17.1,137.7,511.0,SCORPIO,,WDH7833,37.0,,23.0,,,,B
367549830,2019-05-09T14:34:52,39.33355,-75.41422,9.0,-91.1,315.0,CURTIS REINAUER,IMO9653240,WDG5745,31.0,0.0,33.0,10.0,,,B
36949428,2019-05-09T14:35:14,39.23593,-75.18508,4.3,9.0,17.0,CG49428,,,99.0,3.0,15.0,5.0,0.0,99.0,B
367563930,2019-05-09T14:35:04,38.95117,-75.1125,7.6,155.5,158.0,DEAN REINAUER,IMO9653264,WDG7107,31.0,0.0,35.0,10.0,4.9,,B
367490480,2019-05-09T14:35:01,38.98078,-74.98862,3.2,169.0,511.0,EVA MARIE,IMO8969408,WDH3461,30.0,,26.0,7.0,,,B
366914190,2019-05-09T14:35:04,38.83358,-75.11041,11.1,203.3,194.0,NEW JERSEY,IMO8643078,WYU8850,60.0,0.0,86.0,20.0,,,A
366766860,2019-05-09T14:32:55,39.33527,-75.42163,10.7,137.5,139.0,EXPLORER,IMO7397660,WBN7618,31.0,0.0,41.0,11.0,5.1,,B
563052400,2019-05-09T14:35:35,38.83512,-75.0661,13.8,-67.6,345.0,MONTE ACONCAGUA,IMO9348077,9V8405,72.0,0.0,272.0,40.0,11.6,72.0,B
371361000,2019-05-09T14:32:51,38.95685,-75.18407,0.1,-172.6,146.0,PACIFIC DAWN,IMO9307140,3ECJ9,80.0,1.0,238.0,42.0,14.8,80.0,A
338332843,2019-05-09T14:36:05,39.02783,-75.13985,23.2,-114.1,511.0,KIMBERLY ANN,IMO0000000,,37.0,,16.0,5.0,,,B
367317410,2019-05-09T14:33:15,39.0347,-74.98554,2.5,-55.2,511.0,OPPORTUNE,,WDD9868,30.0,,16.0,5.0,,,B
338332843,2019-05-09T14:33:10,39.0191,-75.11818,23.4,-113.9,511.0,KIMBERLY ANN,IMO0000000,,37.0,,16.0,5.0,,,B
367539750,2019-05-09T14:33:12,39.03132,-74.98615,1.4,-51.2,511.0,ONNERED,,WDG4753,30.0,,18.0,6.0,,,B
366766860,2019-05-09T14:36:19,39.32784,-75.4129,10.4,138.7,140.0,EXPLORER,IMO7397660,WBN7618,31.0,0.0,41.0,11.0,5.1,,A
366914190,2019-05-09T14:36:27,38.82945,-75.11225,11.4,198.6,192.0,NEW JERSEY,IMO8643078,WYU8850,60.0,0.0,86.0,20.0,,,B
367470320,2019-05-09T14:33:09,38.99549,-74.99405,8.7,-151.1,511.0,CHARISMA,,WDF6070,30.0,,13.0,,,,B
240463000,2019-05-09T14:34:03,38.94425,-75.17428,0.0,27.0,149.0,BOUBOULINA,IMO9298753,SZIS,80.0,1.0,274.0,50.0,17.0,80.0,A
538006702,2019-05-09T14:33:41,38.96872,-75.19971,0.0,44.2,141.0,NAMSEN,IMO9761528,V7QJ6,80.0,1.0,,,,,A
538006702,2019-05-09T14:36:37,38.96877,-75.19962,0.0,44.2,141.0,NAMSEN,IMO9761528,V7QJ6,80.0,1.0,,,,,A
311000546,2019-05-09T14:33:48,38.91611,-75.15045,0.2,-172.1,144.0,,,,,1.0,,,,,A
367645750,2019-05-09T14:34:03,39.03867,-74.97831,1.6,-62.6,511.0,EVENING STAR,IMO8853013,WDH7195,30.0,,24.0,7.0,,,B
338169577,2019-05-09T14:34:07,38.87275,-75.22465,0.6,151.4,511.0,JOANNE DAIBER,,,90.0,0.0,,,,,B
367549830,2019-05-09T14:36:52,39.33719,-75.41874,9.1,-94.7,314.0,CURTIS REINAUER,IMO9653240,WDG5745,31.0,0.0,33.0,10.0,,,B
367470320,2019-05-09T14:34:38,38.99465,-74.99861,8.7,-151.0,511.0,CHARISMA,,WDF6070,30.0,,13.0,,,,B
338332843,2019-05-09T14:37:30,39.03212,-75.15033,23.8,-103.0,511.0,KIMBERLY ANN,IMO0000000,,37.0,,16.0,5.0,,,B
366914210,2019-05-09T14:38:01,38.96696,-74.96591,8.0,-139.7,269.0,DELAWARE,IMO8990304,WYU8553,60.0,0.0,91.0,20.0,,,B
366766860,2019-05-09T14:37:55,39.32438,-75.40895,10.4,138.5,141.0,EXPLORER,IMO7397660,WBN7618,31.0,0.0,41.0,11.0,5.1,,B
367652050,2019-05-09T14:34:51,39.37934,-75.47563,17.1,137.1,511.0,SCORPIO,,WDH7833,37.0,,23.0,,,,B
367563930,2019-05-09T14:37:53,38.9457,-75.10937,7.6,155.9,157.0,DEAN REINAUER,IMO9653264,WDG7107,31.0,0.0,35.0,10.0,4.9,,B
563052400,2019-05-09T14:37:56,38.84384,-75.06968,14.0,-67.6,346.0,MONTE ACONCAGUA,IMO9348077,9V8405,72.0,0.0,272.0,40.0,11.6,72.0,A
367490480,2019-05-09T14:38:01,38.97779,-74.98855,3.6,179.3,511.0,EVA MARIE,IMO8969408,WDH3461,30.0,,26.0,7.0,,,B
366914190,2019-05-09T14:38:17,38.82417,-75.1147,11.1,199.9,190.0,NEW JERSEY,IMO8643078,WYU8850,60.0,0.0,86.0,20.0,,,B
538004030,2019-05-09T14:35:15,38.93093,-75.16207,0.1,-176.0,156.0,FRIO,IMO9596985,V7UU3,80.0,1.0,274.0,48.0,17.1,89.0,A
338169577,2019-05-09T14:35:16,38.87276,-75.22463,0.7,110.3,511.0,JOANNE DAIBER,,,90.0,0.0,,,,,B
367645750,2019-05-09T14:35:34,39.03919,-74.97856,2.1,-195.7,511.0,EVENING STAR,IMO8853013,WDH7195,30.0,,24.0,7.0,,,B
371361000,2019-05-09T14:35:53,38.95685,-75.1842,0.1,189.0,141.0,PACIFIC DAWN,IMO9307140,3ECJ9,80.0,1.0,238.0,42.0,14.8,80.0,A
367549830,2019-05-09T14:38:22,39.33994,-75.42221,9.2,-94.8,312.0,CURTIS REINAUER,IMO9653240,WDG5745,31.0,0.0,33.0,10.0,,,B
338169577,2019-05-09T14:36:26,38.87276,-75.22464,0.0,78.4,511.0,JOANNE DAIBER,,,90.0,0.0,,,,,B
563052400,2019-05-09T14:39:56,38.85133,-75.0726,14.1,-66.6,346.0,MONTE ACONCAGUA,IMO9348077,9V8405,72.0,0.0,272.0,40.0,11.6,72.0,B
367470320,2019-05-09T14:35:39,38.99401,-75.00165,8.6,-157.6,511.0,CHARISMA,,WDF6070,30.0,,13.0,,,,B
367317410,2019-05-09T14:35:45,39.0359,-74.98562,1.0,-65.0,511.0,OPPORTUNE,,WDD9868,30.0,,16.0,5.0,,,B
367470320,2019-05-09T14:37:08,38.99322,-75.00613,8.8,-146.4,511.0,CHARISMA,,WDF6070,30.0,,13.0,,,,B
240463000,2019-05-09T14:37:05,38.94422,-75.1743,0.1,27.0,152.0,BOUBOULINA,IMO9298753,SZIS,80.0,1.0,274.0,50.0,17.0,80.0,A
366914190,2019-05-09T14:40:17,38.81824,-75.11758,11.6,201.7,188.0,NEW JERSEY,IMO8643078,WYU8850,60.0,0.0,86.0,20.0,,,B
367539750,2019-05-09T14:36:12,39.0325,-74.98627,1.4,-52.8,511.0,ONNERED,,WDG4753,30.0,,18.0,6.0,,,B
36949428,2019-05-09T14:36:54,39.23738,-75.18451,1.9,10.6,32.0,CG49428,,,99.0,3.0,15.0,5.0,0.0,99.0,A
311000546,2019-05-09T14:39:48,38.91622,-75.15026,0.0,61.3,143.0,,,,,1.0,,,,,A
367563930,2019-05-09T14:40:12,38.94127,-75.1068,7.5,155.2,157.0,DEAN REINAUER,IMO9653264,WDG7107,31.0,0.0,35.0,10.0,4.9,,B
367645750,2019-05-09T14:37:29,39.03818,-74.97933,0.5,-180.3,511.0,EVENING STAR,IMO8853013,WDH7195,30.0,,24.0,7.0,,,B
367652050,2019-05-09T14:36:22,39.37394,-75.46934,17.1,139.9,511.0,SCORPIO,,WDH7833,37.0,,23.0,,,,B
366914210,2019-05-09T14:40:50,38.96429,-74.97442,10.8,-183.4,220.0,DELAWARE,IMO8990304,WYU8553,60.0,0.0,91.0,20.0,,,B
36949428,2019-05-09T14:37:56,39.23742,-75.18492,0.9,197.4,332.0,CG49428,,,99.0,3.0,15.0,5.0,0.0,99.0,A
338169577,2019-05-09T14:37:37,38.87275,-75.22465,0.0,148.1,511.0,JOANNE DAIBER,,,90.0,0.0,,,,,B
367652050,2019-05-09T14:37:51,39.36896,-75.46285,17.5,133.2,511.0,SCORPIO,,WDH7833,37.0,,23.0,,,,B
338169577,2019-05-09T14:40:55,38.87274,-75.22465,0.0,65.0,511.0,JOANNE DAIBER,,,90.0,0.0,,,,,B
367652050,2019-05-09T14:41:21,39.35656,-75.44828,17.3,136.5,511.0,SCORPIO,,WDH7833,37.0,,23.0,,,,B
367470320,2019-05-09T14:38:09,38.99281,-75.00916,8.6,-150.8,511.0,CHARISMA,,WDF6070,30.0,,13.0,,,,B
538004030,2019-05-09T14:38:16,38.93087,-75.1622,0.1,-170.1,156.0,FRIO,IMO9596985,V7UU3,80.0,1.0,274.0,48.0,17.1,89.0,A
338332843,2019-05-09T14:38:35,39.03683,-75.15754,23.4,-101.9,511.0,KIMBERLY ANN,IMO0000000,,37.0,,16.0,5.0,,,B
371361000,2019-05-09T14:38:53,38.95678,-75.18418,0.1,153.0,138.0,PACIFIC DAWN,IMO9307140,3ECJ9,80.0,1.0,238.0,42.0,14.8,80.0,A
367549830,2019-05-09T14:42:22,39.34703,-75.43196,9.4,-96.8,311.0,CURTIS REINAUER,IMO9653240,WDG5745,31.0,0.0,33.0,10.0,,,B
366766860,2019-05-09T14:40:36,39.31863,-75.40233,10.3,138.3,140.0,EXPLORER,IMO7397660,WBN7618,31.0,0.0,41.0,11.0,5.1,,A
338332843,2019-05-09T14:42:15,39.05804,-75.17195,23.4,-73.3,511.0,KIMBERLY ANN,IMO0000000,,37.0,,16.0,5.0,,,B
36949428,2019-05-09T14:39:14,39.2373,-75.18469,0.6,39.9,282.0,CG49428,,,99.0,3.0,15.0,5.0,0.0,99.0,B
367490480,2019-05-09T14:39:02,38.97678,-74.98853,3.6,180.7,511.0,EVA MARIE,IMO8969408,WDH3461,30.0,,26.0,7.0,,,B
367563930,2019-05-09T14:42:23,38.93714,-75.10434,7.5,151.2,154.0,DEAN REINAUER,IMO9653264,WDG7107,31.0,0.0,35.0,10.0,4.9,,B
367539750,2019-05-09T14:39:12,39.03364,-74.98638,1.3,-51.2,511.0,ONNERED,,WDG4753,30.0,,18.0,6.0,,,B
367470320,2019-05-09T14:39:39,38.99221,-75.01375,8.7,-147.6,511.0,CHARISMA,,WDF6070,30.0,,13.0,,,,B
538006702,2019-05-09T14:39:32,38.96878,-75.19964,0.0,44.2,142.0,NAMSEN,IMO9761528,V7QJ6,80.0,1.0,,,,,A
366914210,2019-05-09T14:43:00,38.95954,-74.98037,10.9,-184.2,221.0,DELAWARE,IMO8990304,WYU8553,60.0,0.0,91.0,20.0,,,B
240463000,2019-05-09T14:40:04,38.94418,-75.17435,0.0,-173.6,152.0,BOUBOULINA,IMO9298753,SZIS,80.0,1.0,274.0,50.0,17.0,80.0,A
366766860,2019-05-09T14:43:36,39.31219,-75.39499,10.3,139.0,140.0,EXPLORER,IMO7397660,WBN7618,31.0,0.0,41.0,11.0,5.1,,A
367490480,2019-05-09T14:43:31,38.97191,-74.98801,4.3,172.5,511.0,EVA MARIE,IMO8969408,WDH3461,30.0,,26.0,7.0,,,B
36949428,2019-05-09T14:40:34,39.23729,-75.18452,0.6,58.9,288.0,CG49428,,,99.0,3.0,15.0,5.0,0.0,99.0,B
338332843,2019-05-09T14:44:05,39.06899,-75.17811,22.8,-72.8,511.0,KIMBERLY ANN,IMO0000000,,37.0,,16.0,5.0,,,B
563052400,2019-05-09T14:41:56,38.85888,-75.0754,14.0,-67.6,348.0,MONTE ACONCAGUA,IMO9348077,9V8405,72.0,0.0,272.0,40.0,11.6,72.0,B
367470320,2019-05-09T14:41:08,38.99157,-75.01833,8.9,-144.2,511.0,CHARISMA,,WDF6070,30.0,,13.0,,,,B
538004030,2019-05-09T14:41:15,38.9308,-75.16237,0.0,-178.8,153.0,FRIO,IMO9596985,V7UU3,80.0,1.0,274.0,48.0,17.1,89.0,A
367645750,2019-05-09T14:38:59,39.03826,-74.97944,0.6,-52.9,511.0,EVENING STAR,IMO8853013,WDH7195,30.0,,24.0,7.0,,,B
36949428,2019-05-09T14:41:44,39.23739,-75.18463,1.1,-102.9,297.0,CG49428,,,99.0,3.0,15.0,5.0,0.0,99.0,B
371361000,2019-05-09T14:41:51,38.95678,-75.1841,0.1,153.0,137.0,PACIFIC DAWN,IMO9307140,3ECJ9,80.0,1.0,238.0,42.0,14.8,80.0,A
367470320,2019-05-09T14:42:09,38.99117,-75.02135,8.0,-145.2,511.0,CHARISMA,,WDF6070,30.0,,13.0,,,,B
367645750,2019-05-09T14:42:29,39.03942,-74.97967,1.5,-63.6,511.0,EVENING STAR,IMO8853013,WDH7195,30.0,,24.0,7.0,,,B
538006702,2019-05-09T14:42:36,38.96882,-75.19953,0.0,44.2,143.0,NAMSEN,IMO9761528,V7QJ6,80.0,1.0,,,,,A
311000546,2019-05-09T14:42:48,38.9163,-75.1501,0.0,50.4,147.0,,,,,1.0,,,,,A
367652050,2019-05-09T14:42:51,39.35124,-75.44223,16.9,137.9,511.0,SCORPIO,,WDH7833,37.0,,23.0,,,,B
240463000,2019-05-09T14:43:03,38.94413,-75.17442,0.0,-192.6,152.0,BOUBOULINA,IMO9298753,SZIS,80.0,1.0,274.0,50.0,17.0,80.0,A
338169577,2019-05-09T14:43:17,38.87275,-75.22466,1.2,-92.9,511.0,JOANNE DAIBER,,,90.0,0.0,,,,,B
